measure	vote	vote
hres-266	House 109-1-172	2005-05-16, after the last version committed (2005-05-05)
hres-268	House 109-1-164	2005-05-11, after the last version committed (2005-05-10)
hres-276	House 109-1-510	2005-10-06, after the last version committed (2005-05-12)
hres-278	House 109-1-174	2005-05-17, after the last version committed (2005-05-16)
hres-278	House 109-1-175	2005-05-17, after the last version committed (2005-05-16)
hres-282	House 109-1-229	2005-06-07, after the last version committed (2005-05-17)
hres-283	House 109-1-181	2005-05-18, after the last version committed (2005-05-17)
hres-283	House 109-1-182	2005-05-18, after the last version committed (2005-05-17)
hres-291	House 109-1-203	2005-05-24, after the last version committed (2005-05-23)
hres-298	House 109-1-223	2005-05-26, after the last version committed (2005-05-25)
hres-302	House 109-1-575	2005-11-08, after the last version committed (2005-05-26)
hres-308	House 109-1-444	2005-07-28, after the last version committed (2005-06-08)
hres-314	House 109-1-243	2005-06-14, after the last version committed (2005-06-13)
hres-315	House 109-1-269	2005-06-16, after the last version committed (2005-06-14)
hres-326	House 109-1-400	2005-07-20, after the last version committed (2005-06-16)
hres-328	House 109-1-380	2005-07-18, after the last version committed (2005-06-17)
